,valid,gain,pm,bw,fom
0,1,2.8421100000000004,0.1249766666666668,12.46541,126.83011639902912
1,1,2.24558,1.940082555555556,0.1204119999999999,5.568469821251319
2,1,3.36051,3.917854444444445,17.43441,183.21080084347355
3,1,3.24413,3.552887777777778,0.473251,12.875608176806876
4,1,2.87309,2.447836666666667,15.08241,156.75386839902913
5,1,2.5077800000000003,0.2624100000000002,0.167508,3.669793732362431
6,1,1.338206,1.9996900233333332,16.50011,168.37197296969578
7,1,1.19266434,6.555555555547542e-05,3.04312,30.43437341325132
8,1,3.54439,0.5821877777777776,15.23041,156.0543901768069
9,1,3.11071,1.5933655555555557,1.15578,16.40555862125132
10,1,2.5602891890213604,4.384443118123861,7.108447320010425,81.17192921592806
11,1,2.6114200000000003,1.8836911111111112,0.874865,13.461781510140208
12,1,2.8795800000000003,2.6375722222222224,8.69018,93.142933287918
13,1,2.60148,0.6719544444444444,0.393601,6.698434843473541
14,1,2.93327,3.906121111111112,4.89521,57.28733951014021
15,1,2.7800100000000003,0.6704988888888889,0.424184,7.216171954584652
16,1,1.585036,1.283987777777778,3.79276,40.44954537680688
17,1,1.19531,2.00001,1e-05,3.2000097323624304
18,1,1.930405,0.7159655555555556,5.015009999999999,52.17765262125132
19,1,1.5186670000000002,0.8289877777777778,0.0139615,1.853917576806875
20,1,1.9939720000000003,0.7795544444444445,26.14331,263.6386752434735
21,1,1.4396870000000002,0.9956722222222222,0.00148232,1.9010448879179855
22,1,2.150109,1.2633022222222223,5.70217,60.18863608791799
23,1,1.572151,1.0683733333333334,0.0141093,2.3025932656957635
24,1,2.6697200000000003,3.202576666666667,3.70772,43.9705083990291
25,1,2.3252,0.8966499999999998,0.0610244,3.40064573236243
26,1,3.139226265294251,2.1508892587679185,10.582718976320185,113.03568409558363
27,1,3.29743,3.562221111111111,2.59618,34.18379151014021
28,1,3.37178,3.3936877777777776,15.13331,159.3746581768069
29,1,3.09949,1.4281566666666667,0.494489,9.514850399029095
30,1,2.099859,3.99981,26.41481,271.63314853236244
31,1,1.910486,3.99911,5.65793,63.83598093236243
32,1,1.2168368,3.670354444444445,16.83011,174.19939300347357
33,1,1.1953099999969214,1.9922034222222225,0.00976893,3.2851085079216804
34,1,2.69364,0.4938322222222222,10.17461,104.33412128791798
35,1,2.48158,1.0188933333333334,0.5112979999999999,8.286627065695763
36,1,2.74573,2.999497777777778,9.75043,104.16389417680688
37,1,2.51752,2.999971111111112,0.181442,8.200919510140208
38,1,2.145601,2.087547777777778,2.8576900000000003,33.05721937680688
39,1,1.890537,2.880002222222222,0.1183849999999999,6.626019687917985
40,1,1.96863,1.555211111111111,10.89321,112.3483155101402
41,1,1.562751,0.9314422222222222,0.237826,4.309390487917986
42,1,2.174698,3.5823766666666668,6.65978,73.5047619990291
43,1,1.881897,0.6273099999999999,0.387456,5.70205413236243
44,1,2.02901,2.647498888888889,6.32684,68.50473195458466
45,1,1.788417,2.838937777777778,0.222789,7.481812576806874
46,1,1.921898,3.451776666666667,8.438509999999999,90.77974199902908
47,1,1.678511,3.0260755555555554,0.111493,6.536385821251319
48,1,1.944105,1.1979566666666668,5.52432,58.058378399029095
49,1,1.598928,2.9579066666666667,0.0124377,5.341262999029097
50,1,2.14624,1.9427648888888889,9.45117,98.76113355458466
51,1,2.09203,2.717684444444445,0.811464,13.53889284347354
52,1,2.81204,1.13063,21.01431,213.8920777323624
53,1,2.41277,1.72511,0.769183,11.91285173236243
54,1,3.47644,3.2869766666666664,8.52581,93.25451239902912
55,1,3.08715,0.586021111111111,0.256251,5.770245510140207
56,1,1.891099,3.449065555555556,3.3153900000000003,39.507245421251326
57,1,1.964962,0.4829877777777777,0.35002,5.196456576806874
58,1,1.299285,0.8934877777777778,8.17475,83.30174417680688
59,1,1.19531,2.00001,1e-05,3.2000097323624304
60,1,3.35687,2.961188888888889,10.41851,111.51676795458464
61,1,1.19531,2.00001,1e-05,3.2000097323624304
62,1,2.171291,2.8403722222222223,9.96272,105.342866487918
63,1,1.922808,0.5956988888888889,0.106155,2.8875595545846524
64,1,3.04966,3.9516766666666663,18.14561,190.00389639902912
65,1,2.96531,0.4219322222222223,1.8842,21.64098528791798
66,1,2.67203,2.2526833333333336,12.95821,134.95835106569578
67,1,2.29481,2.3145611111111117,0.8319869999999999,13.342461510140208
68,1,2.1410750000000003,3.999721111111111,16.77311,175.26546551014022
69,1,1.824548,3.9948988888888888,1.29194,20.06621755458465
70,1,3.39737,1.301008888888889,9.52805,100.00447995458468
71,1,3.2175800000000003,0.099721111111111,0.906588,11.652051510140208
72,1,3.13507,0.2756988888888891,9.49986,97.76732395458464
73,1,2.65837,1.3438466666666669,0.0239874,4.145594399029097
74,1,1.2107130000000002,0.8506766666666666,4.19136,43.2930599990291
75,1,1.19531,2.00001,1e-05,3.2000097323624304
76,1,1.375598,3.508798888888889,4.21097,47.94001755458466
77,1,1.1943883700000002,0.0118655555555557,0.0742545,0.7625295772513193
78,1,3.34187,3.8327433333333336,11.68041,125.51225506569575
79,1,2.86803,0.4388655555555558,1.36892,16.39854262125132
80,1,2.032567,3.929498888888889,1.31148,20.40660035458465
81,1,1.683979,2.618682222222222,0.0628297999999999,5.404486087917986
82,1,3.13255,0.682421111111111,18.64611,189.87755551014024
83,1,2.85083,3.000447777777778,0.321869,10.005924176806875
84,1,2.84465,3.888421111111111,23.06191,238.81967551014023
85,1,2.47122,2.356428888888889,1.37352,19.03647195458465
86,1,2.0667370000000003,0.2342099999999999,9.12254,92.6457421323624
87,1,1.8092900000000005,2.21768,0.265582,6.940777732362429
88,1,3.52006,0.6005877777777778,6.98766,73.62713417680688
89,1,3.33571,0.9866044444444444,0.770084,11.847780843473542
90,1,2.0290760000000003,3.70421,4.85143,55.441448932362434
91,1,1.889594,0.81401,0.187781,4.01326053236243
92,1,2.143177,1.13317,16.299509999999998,165.94550613236242
93,1,1.859754,3.0249188888888887,0.145756,7.094656754584652
94,1,2.70274,2.1102435555555554,10.69131,112.09829942125133
95,1,2.47762,0.4722433333333333,1.47139,17.008155065695764
96,1,2.71858,2.0476946666666667,18.35651,188.6692291990291
97,1,2.47839,3.171265555555556,1.6086,22.69961462125132
98,1,2.91137,3.607765555555555,20.23111,210.14269062125132
99,1,2.74569,2.776723333333333,2.9740100000000003,36.04320706569577
100,1,1.275977,0.2397766666666667,4.14464,41.9267367990291
101,1,1.2056936,0.1008877777777778,0.222305,2.396824496806875
102,1,3.14024,1.3433766666666669,20.62631,210.7463123990291
103,1,2.6891000000000003,3.000017777777778,0.0294867,6.8873371768068745
104,1,1.976904,0.1334322222222223,14.29971,144.148398087918
105,1,1.554486,2.9141,0.0204582,5.29804693236243
106,1,1.2695203000000002,0.0764655555555555,6.66627,66.87399098125132
107,1,1.19531,2.00001,1e-05,3.2000097323624304
108,1,3.53721,0.0559433333333331,23.01551,233.05478306569577
109,1,2.8974200000000003,0.0262211111111111,2.28133,24.89767951014021
110,1,3.52454,3.7173544444444446,7.2318,81.06073684347355
111,1,3.00623,0.98836,0.7779069999999999,11.533443732362429
112,1,3.4740800000000003,3.914787777777778,12.49351,133.93317817680688
113,1,2.7505,0.6404655555555555,0.0476142,3.367008621251319
114,1,1.774981,0.8130433333333332,5.731199999999999,59.30836826569576
115,1,2.008918,0.8354655555555556,0.6866,9.17896822125132
116,1,1.2140909000000002,3.1528766666666668,4.81745,53.2415334790291
117,1,1.19531,2.00001,1e-05,3.2000097323624304
118,1,2.063636,0.0974433333333334,5.254989999999999,53.74769426569576
119,1,1.851061,2.550015555555556,0.173251,6.599329821251319
120,1,2.134895,0.0467322222222223,12.92151,130.417267287918
121,1,1.753788,1.5852044444444444,0.294673,6.153124443473541
122,1,2.150253,3.4239544444444445,16.67011,173.32525244347357
123,1,2.018508,2.727837777777778,1.88543,24.20657177680688
124,1,2.143771,2.4209733333333334,10.35291,108.54070426569577
125,1,1.501519,2.5927422222222223,0.0166464999999999,4.682197087917986
126,1,1.224994,0.5844655555555555,2.90923,30.06295942125132
127,1,1.19531,2.00001,1e-05,3.2000097323624304
128,1,3.38826,2.1862222222222223,9.16528,97.782189287918
129,1,3.21658,1.4367622222222225,0.6655369999999999,11.379607287917985
130,1,2.7748500000000003,2.9996644444444445,24.49741,251.66890484347357
131,1,2.44945,2.996312222222222,2.0107,26.405961287917982
132,1,2.9070000129591147,2.02118845205476,11.357966147555034,120.30196301438889
133,1,2.50565,2.164041111111111,2.46664,29.70116751014021
134,1,3.0707,3.727954444444444,5.01328,58.34788884347354
135,1,2.75907,1.7630233333333334,0.169434,6.391583065695763
136,1,2.022445,0.2535433333333334,15.52231,156.62122506569577
137,1,1.4998900000000002,2.947524444444445,0.106269,6.144118843473541
138,1,1.34278,1.7019655555555555,1.30857,15.98570262125132
139,1,1.19531,2.00001,1e-05,3.2000097323624304
140,1,2.048744,1.0223844444444443,17.61251,178.78492964347356
141,1,1.884742,0.2719322222222224,1.34742,14.736503687917985
142,1,1.948188353844404,2.44943492652107,12.812373092806038,134.38065283510738
143,1,1.613784,2.9708822222222224,0.0346837,5.602311087917986
144,1,1.2216875,2.1568111111111112,18.13401,184.82254451014023
145,1,1.19531,2.00001,1e-05,3.2000097323624304
146,1,2.176009,3.4994211111111118,5.04556,57.23140631014021
147,1,1.827079,0.9714,0.430388,6.61613653236243
